ID_MUNIC,MUNIC,DRS,NOME DRS,RRAS,COD_RS,NOME,COD MUN RS
351470,Echapora,9,DRS IX MARILIA,10,35093,Marilia,351470
351565,Fernao,9,DRS IX MARILIA,10,35093,Marilia,351565
351600,Florida Paulista,9,DRS IX MARILIA,10,35091,Adamantina,351600
351660,Galia,9,DRS IX MARILIA,10,35093,Marilia,351660
351670,Garca,9,DRS IX MARILIA,10,35093,Marilia,351670
351730,Guaimbe,9,DRS IX MARILIA,10,35093,Marilia,351730
351810,Guaranta,9,DRS IX MARILIA,10,35093,Marilia,351810
351900,Herculandia,9,DRS IX MARILIA,10,35095,Tupa,351900
351920,Iacri,9,DRS IX MARILIA,10,35095,Tupa,351920
352080,Inubia Paulista,9,DRS IX MARILIA,10,35091,Adamantina,352080
352580,Julio Mesquita,9,DRS IX MARILIA,10,35093,Marilia,352580
352740,Lucelia,9,DRS IX MARILIA,10,35091,Adamantina,352740
352780,Lupercio,9,DRS IX MARILIA,10,35093,Marilia,352780
352890,Mariapolis,9,DRS IX MARILIA,10,35091,Adamantina,352890
352900,Marilia,9,DRS IX MARILIA,10,35093,Marilia,352900
353370,Ocaucu,9,DRS IX MARILIA,10,35093,Marilia,353370
353410,Oriente,9,DRS IX MARILIA,10,35093,Marilia,353410
353450,Oscar Bressane,9,DRS IX MARILIA,10,35093,Marilia,353450
353460,Osvaldo Cruz,9,DRS IX MARILIA,10,35091,Adamantina,353460
353490,Pacaembu,9,DRS IX MARILIA,10,35091,Adamantina,353490
353600,Parapua,9,DRS IX MARILIA,10,35095,Tupa,353600
354000,Pompeia,9,DRS IX MARILIA,10,35093,Marilia,354000
354085,Pracinha,9,DRS IX MARILIA,10,35091,Adamantina,354085
354180,Queiroz,9,DRS IX MARILIA,10,35095,Tupa,354180
354200,Quintana,9,DRS IX MARILIA,10,35093,Marilia,354200
354380,Rinopolis,9,DRS IX MARILIA,10,35095,Tupa,354380
354470,Sagres,9,DRS IX MARILIA,10,35091,Adamantina,354470
354510,Salmourao,9,DRS IX MARILIA,10,35091,Adamantina,354510
355500,Tupa,9,DRS IX MARILIA,10,35095,Tupa,355500
355550,Ubirajara,9,DRS IX MARILIA,10,35093,Marilia,355550
355660,Vera Cruz,9,DRS IX MARILIA,10,35093,Marilia,355660
350080,Alfredo Marcondes,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,350080
350130,Alvares Machado,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,350130
350240,Anhumas,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,350240
350890,Caiabu,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,350890
351512,Emilianopolis,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,351512
351530,Estrela do Norte,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,351530
351990,Iepe,11,DRS XI PRES. PRUDENTE,11,35113,Alto Capivari,351990
352060,Indiana,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,352060
352560,Joao Ramalho,11,DRS XI PRES. PRUDENTE,11,35113,Alto Capivari,352560
352920,Martinopolis,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,352920
353215,Nantes,11,DRS XI PRES. PRUDENTE,11,35113,Alto Capivari,353215
353220,Narandiba,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,353220
353920,Pirapozinho,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,353920
354120,Presidente Bernardes,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354120
354140,Presidente Prudente,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354140
354170,Quata,11,DRS XI PRES. PRUDENTE,11,35113,Alto Capivari,354170
354220,Rancharia,11,DRS XI PRES. PRUDENTE,11,35113,Alto Capivari,354220
354240,Regente Feijo,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354240
354323,Ribeirao dos indios,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354323
354550,Sandovalina,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354550
354770,Santo Anastacio,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354770
354830,Santo Expedito,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,354830
355290,Taciba,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,355290
355390,Tarabai,11,DRS XI PRES. PRUDENTE,11,35112,Alta Sorocabana,355390
350910,Caiua,11,DRS XI PRES. PRUDENTE,11,35114,Extremo Oeste Paulista,350910
351440,Dracena,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,351440
351535,Euclides da Cunha Paulista,11,DRS XI PRES. PRUDENTE,11,35115,Pontal do Paranapanema,351535
351580,Flora Rica,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,351580
352160,Irapuru,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,352160
352600,Junqueiropolis,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,352600
352870,MarabA Paulista,11,DRS XI PRES. PRUDENTE,11,35114,Extremo Oeste Paulista,352870
353020,Mirante do Paranapanema,11,DRS XI PRES. PRUDENTE,11,35115,Pontal do Paranapanema,353020
353160,Monte Castelo,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,353160
353310,Nova Guataporanga,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,353310
353480,Ouro Verde,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,353480
353540,Panorama,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,353540
353640,Pauliceia,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,353640
353830,Piquerobi,11,DRS XI PRES. PRUDENTE,11,35114,Extremo Oeste Paulista,353830
354130,Presidente EpitAcio,11,DRS XI PRES. PRUDENTE,11,35114,Extremo Oeste Paulista,354130
354150,Presidente Venceslau,11,DRS XI PRES. PRUDENTE,11,35114,Extremo Oeste Paulista,354150
354425,Rosana,11,DRS XI PRES. PRUDENTE,11,35115,Pontal do Paranapanema,354425
354710,Santa Mercedes,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,354710
354930,Sao Joao do Pau d  Alho,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,354930
355430,Teodoro Sampaio,11,DRS XI PRES. PRUDENTE,11,35115,Pontal do Paranapanema,355430
355510,Tupi Paulista,11,DRS XI PRES. PRUDENTE,11,35111,Alta Paulista,355510
